case,in_w,in_h,denoise,bin_mode,out_w,out_h,kind,idx,val
flat_mid,8,8,1,1,4,4,rgb,5,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,6,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,7,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,8,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,9,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,10,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,11,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,12,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,13,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,14,0xEBD9F7
flat_mid,8,8,1,1,4,4,rgb,15,0xEBD9F7
flat_dark,8,8,1,1,4,4,raw,0,200
flat_dark,8,8,1,1,4,4,raw,1,200
flat_dark,8,8,1,1,4,4,raw,2,200
flat_dark,8,8,1,1,4,4,raw,3,200
flat_dark,8,8,1,1,4,4,raw,4,200
flat_dark,8,8,1,1,4,4,raw,5,200
flat_dark,8,8,1,1,4,4,raw,6,200
flat_dark,8,8,1,1,4,4,raw,7,200
flat_dark,8,8,1,1,4,4,raw,8,200
flat_dark,8,8,1,1,4,4,raw,9,200
flat_dark,8,8,1,1,4,4,raw,10,200
flat_dark,8,8,1,1,4,4,raw,11,200
flat_dark,8,8,1,1,4,4,raw,12,200
flat_dark,8,8,1,1,4,4,raw,13,200
flat_dark,8,8,1,1,4,4,raw,14,200
flat_dark,8,8,1,1,4,4,raw,15,200
flat_dark,8,8,1,1,4,4,raw,16,200
flat_dark,8,8,1,1,4,4,raw,17,200
flat_dark,8,8,1,1,4,4,raw,18,200
flat_dark,8,8,1,1,4,4,raw,19,200
flat_dark,8,8,1,1,4,4,raw,20,200
flat_dark,8,8,1,1,4,4,raw,21,200
flat_dark,8,8,1,1,4,4,raw,22,200
flat_dark,8,8,1,1,4,4,raw,23,200
flat_dark,8,8,1,1,4,4,raw,24,200
flat_dark,8,8,1,1,4,4,raw,25,200
flat_dark,8,8,1,1,4,4,raw,26,200
flat_dark,8,8,1,1,4,4,raw,27,200
flat_dark,8,8,1,1,4,4,raw,28,200
flat_dark,8,8,1,1,4,4,raw,29,200
flat_dark,8,8,1,1,4,4,raw,30,200
flat_dark,8,8,1,1,4,4,raw,31,200
flat_dark,8,8,1,1,4,4,raw,32,200
flat_dark,8,8,1,1,4,4,raw,33,200
flat_dark,8,8,1,1,4,4,raw,34,200
flat_dark,8,8,1,1,4,4,raw,35,200
flat_dark,8,8,1,1,4,4,raw,36,200
flat_dark,8,8,1,1,4,4,raw,37,200
flat_dark,8,8,1,1,4,4,raw,38,200
flat_dark,8,8,1,1,4,4,raw,39,200
flat_dark,8,8,1,1,4,4,raw,40,200
flat_dark,8,8,1,1,4,4,raw,41,200
flat_dark,8,8,1,1,4,4,raw,42,200
flat_dark,8,8,1,1,4,4,raw,43,200
flat_dark,8,8,1,1,4,4,raw,44,200
flat_dark,8,8,1,1,4,4,raw,45,200
flat_dark,8,8,1,1,4,4,raw,46,200
flat_dark,8,8,1,1,4,4,raw,47,200
flat_dark,8,8,1,1,4,4,raw,48,200
flat_dark,8,8,1,1,4,4,raw,49,200
flat_dark,8,8,1,1,4,4,raw,50,200
flat_dark,8,8,1,1,4,4,raw,51,200
flat_dark,8,8,1,1,4,4,raw,52,200
flat_dark,8,8,1,1,4,4,raw,53,200
flat_dark,8,8,1,1,4,4,raw,54,200
flat_dark,8,8,1,1,4,4,raw,55,200
flat_dark,8,8,1,1,4,4,raw,56,200
flat_dark,8,8,1,1,4,4,raw,57,200
flat_dark,8,8,1,1,4,4,raw,58,200
flat_dark,8,8,1,1,4,4,raw,59,200
flat_dark,8,8,1,1,4,4,raw,60,200
flat_dark,8,8,1,1,4,4,raw,61,200
flat_dark,8,8,1,1,4,4,raw,62,200
flat_dark,8,8,1,1,4,4,raw,63,200
flat_dark,8,8,1,1,4,4,rgb,0,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,1,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,2,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,3,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,4,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,5,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,6,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,7,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,8,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,9,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,10,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,11,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,12,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,13,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,14,0x3C3640
flat_dark,8,8,1,1,4,4,rgb,15,0x3C3640
flat_near_floor,8,8,1,1,4,4,raw,0,40
flat_near_floor,8,8,1,1,4,4,raw,1,40
flat_near_floor,8,8,1,1,4,4,raw,2,40
flat_near_floor,8,8,1,1,4,4,raw,3,40
flat_near_floor,8,8,1,1,4,4,raw,4,40
flat_near_floor,8,8,1,1,4,4,raw,5,40
flat_near_floor,8,8,1,1,4,4,raw,6,40
flat_near_floor,8,8,1,1,4,4,raw,7,40
flat_near_floor,8,8,1,1,4,4,raw,8,40
flat_near_floor,8,8,1,1,4,4,raw,9,40
flat_near_floor,8,8,1,1,4,4,raw,10,40
flat_near_floor,8,8,1,1,4,4,raw,11,40
flat_near_floor,8,8,1,1,4,4,raw,12,40
flat_near_floor,8,8,1,1,4,4,raw,13,40
flat_near_floor,8,8,1,1,4,4,raw,14,40
flat_near_floor,8,8,1,1,4,4,raw,15,40
flat_near_floor,8,8,1,1,4,4,raw,16,40
flat_near_floor,8,8,1,1,4,4,raw,17,40
flat_near_floor,8,8,1,1,4,4,raw,18,40
flat_near_floor,8,8,1,1,4,4,raw,19,40
flat_near_floor,8,8,1,1,4,4,raw,20,40
flat_near_floor,8,8,1,1,4,4,raw,21,40
flat_near_floor,8,8,1,1,4,4,raw,22,40
flat_near_floor,8,8,1,1,4,4,raw,23,40
flat_near_floor,8,8,1,1,4,4,raw,24,40
flat_near_floor,8,8,1,1,4,4,raw,25,40
flat_near_floor,8,8,1,1,4,4,raw,26,40
flat_near_floor,8,8,1,1,4,4,raw,27,40
flat_near_floor,8,8,1,1,4,4,raw,28,40
flat_near_floor,8,8,1,1,4,4,raw,29,40
flat_near_floor,8,8,1,1,4,4,raw,30,40
flat_near_floor,8,8,1,1,4,4,raw,31,40
flat_near_floor,8,8,1,1,4,4,raw,32,40
flat_near_floor,8,8,1,1,4,4,raw,33,40
flat_near_floor,8,8,1,1,4,4,raw,34,40
flat_near_floor,8,8,1,1,4,4,raw,35,40
flat_near_floor,8,8,1,1,4,4,raw,36,40
flat_near_floor,8,8,1,1,4,4,raw,37,40
flat_near_floor,8,8,1,1,4,4,raw,38,40
flat_near_floor,8,8,1,1,4,4,raw,39,40
flat_near_floor,8,8,1,1,4,4,raw,40,40
flat_near_floor,8,8,1,1,4,4,raw,41,40
flat_near_floor,8,8,1,1,4,4,raw,42,40
flat_near_floor,8,8,1,1,4,4,raw,43,40
flat_near_floor,8,8,1,1,4,4,raw,44,40
flat_near_floor,8,8,1,1,4,4,raw,45,40
flat_near_floor,8,8,1,1,4,4,raw,46,40
flat_near_floor,8,8,1,1,4,4,raw,47,40
flat_near_floor,8,8,1,1,4,4,raw,48,40
flat_near_floor,8,8,1,1,4,4,raw,49,40
flat_near_floor,8,8,1,1,4,4,raw,50,40
flat_near_floor,8,8,1,1,4,4,raw,51,40
flat_near_floor,8,8,1,1,4,4,raw,52,40
flat_near_floor,8,8,1,1,4,4,raw,53,40
flat_near_floor,8,8,1,1,4,4,raw,54,40
flat_near_floor,8,8,1,1,4,4,raw,55,40
flat_near_floor,8,8,1,1,4,4,raw,56,40
flat_near_floor,8,8,1,1,4,4,raw,57,40
flat_near_floor,8,8,1,1,4,4,raw,58,40
flat_near_floor,8,8,1,1,4,4,raw,59,40
flat_near_floor,8,8,1,1,4,4,raw,60,40
flat_near_floor,8,8,1,1,4,4,raw,61,40
flat_near_floor,8,8,1,1,4,4,raw,62,40
flat_near_floor,8,8,1,1,4,4,raw,63,40
flat_near_floor,8,8,1,1,4,4,rgb,0,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,1,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,2,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,3,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,4,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,5,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,6,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,7,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,8,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,9,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,10,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,11,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,12,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,13,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,14,0x040405
flat_near_floor,8,8,1,1,4,4,rgb,15,0x040405
gradient,8,8,1,1,4,4,raw,0,0
gradient,8,8,1,1,4,4,raw,1,292
gradient,8,8,1,1,4,4,raw,2,585
gradient,8,8,1,1,4,4,raw,3,877
gradient,8,8,1,1,4,4,raw,4,1170
gradient,8,8,1,1,4,4,raw,5,1462
gradient,8,8,1,1,4,4,raw,6,1755
gradient,8,8,1,1,4,4,raw,7,2047
gradient,8,8,1,1,4,4,raw,8,292
gradient,8,8,1,1,4,4,raw,9,585
gradient,8,8,1,1,4,4,raw,10,877
gradient,8,8,1,1,4,4,raw,11,1170
gradient,8,8,1,1,4,4,raw,12,1462
gradient,8,8,1,1,4,4,raw,13,1755
gradient,8,8,1,1,4,4,raw,14,2047
gradient,8,8,1,1,4,4,raw,15,2340
gradient,8,8,1,1,4,4,raw,16,585
gradient,8,8,1,1,4,4,raw,17,877
gradient,8,8,1,1,4,4,raw,18,1170
gradient,8,8,1,1,4,4,raw,19,1462
gradient,8,8,1,1,4,4,raw,20,1755
gradient,8,8,1,1,4,4,raw,21,2047
gradient,8,8,1,1,4,4,raw,22,2340
gradient,8,8,1,1,4,4,raw,23,2632
gradient,8,8,1,1,4,4,raw,24,877
gradient,8,8,1,1,4,4,raw,25,1170
gradient,8,8,1,1,4,4,raw,26,1462
gradient,8,8,1,1,4,4,raw,27,1755
gradient,8,8,1,1,4,4,raw,28,2047
gradient,8,8,1,1,4,4,raw,29,2340
gradient,8,8,1,1,4,4,raw,30,2632
gradient,8,8,1,1,4,4,raw,31,2925
gradient,8,8,1,1,4,4,raw,32,1170
gradient,8,8,1,1,4,4,raw,33,1462
gradient,8,8,1,1,4,4,raw,34,1755
gradient,8,8,1,1,4,4,raw,35,2047
gradient,8,8,1,1,4,4,raw,36,2340
gradient,8,8,1,1,4,4,raw,37,2632
gradient,8,8,1,1,4,4,raw,38,2925
gradient,8,8,1,1,4,4,raw,39,3217
gradient,8,8,1,1,4,4,raw,40,1462
gradient,8,8,1,1,4,4,raw,41,1755
gradient,8,8,1,1,4,4,raw,42,2047
gradient,8,8,1,1,4,4,raw,43,2340
gradient,8,8,1,1,4,4,raw,44,2632
gradient,8,8,1,1,4,4,raw,45,2925
gradient,8,8,1,1,4,4,raw,46,3217
gradient,8,8,1,1,4,4,raw,47,3510
gradient,8,8,1,1,4,4,raw,48,1755
gradient,8,8,1,1,4,4,raw,49,2047
gradient,8,8,1,1,4,4,raw,50,2340
gradient,8,8,1,1,4,4,raw,51,2632
gradient,8,8,1,1,4,4,raw,52,2925
gradient,8,8,1,1,4,4,raw,53,3217
gradient,8,8,1,1,4,4,raw,54,3510
gradient,8,8,1,1,4,4,raw,55,3802
gradient,8,8,1,1,4,4,raw,56,2047
gradient,8,8,1,1,4,4,raw,57,2340
gradient,8,8,1,1,4,4,raw,58,2632
gradient,8,8,1,1,4,4,raw,59,2925
gradient,8,8,1,1,4,4,raw,60,3217
gradient,8,8,1,1,4,4,raw,61,3510
gradient,8,8,1,1,4,4,raw,62,3802
gradient,8,8,1,1,4,4,raw,63,4095
gradient,8,8,1,1,4,4,rgb,0,0x7A99D5
gradient,8,8,1,1,4,4,rgb,1,0xC0CFFF
gradient,8,8,1,1,4,4,rgb,2,0xFBFEFF
gradient,8,8,1,1,4,4,rgb,3,0xFDFEFF
gradient,8,8,1,1,4,4,rgb,4,0xC0CFFF
gradient,8,8,1,1,4,4,rgb,5,0xFAFEFF
gradient,8,8,1,1,4,4,rgb,6,0xFCFEFF
gradient,8,8,1,1,4,4,rgb,7,0xFEFEFF
gradient,8,8,1,1,4,4,rgb,8,0xFBFEFF
gradient,8,8,1,1,4,4,rgb,9,0xFCFEFF
gradient,8,8,1,1,4,4,rgb,10,0xFEFEFF
gradient,8,8,1,1,4,4,rgb,11,0xFFFFFF
gradient,8,8,1,1,4,4,rgb,12,0xFDFEFF
gradient,8,8,1,1,4,4,rgb,13,0xFEFEFF
gradient,8,8,1,1,4,4,rgb,14,0xFFFFFF
gradient,8,8,1,1,4,4,rgb,15,0xFFFFFF
gradient_subsample,8,8,1,0,4,4,raw,0,0
gradient_subsample,8,8,1,0,4,4,raw,1,292
gradient_subsample,8,8,1,0,4,4,raw,2,585
gradient_subsample,8,8,1,0,4,4,raw,3,877
gradient_subsample,8,8,1,0,4,4,raw,4,1170
gradient_subsample,8,8,1,0,4,4,raw,5,1462
gradient_subsample,8,8,1,0,4,4,raw,6,1755
gradient_subsample,8,8,1,0,4,4,raw,7,2047
gradient_subsample,8,8,1,0,4,4,raw,8,292
gradient_subsample,8,8,1,0,4,4,raw,9,585
gradient_subsample,8,8,1,0,4,4,raw,10,877
gradient_subsample,8,8,1,0,4,4,raw,11,1170
gradient_subsample,8,8,1,0,4,4,raw,12,1462
gradient_subsample,8,8,1,0,4,4,raw,13,1755
gradient_subsample,8,8,1,0,4,4,raw,14,2047
gradient_subsample,8,8,1,0,4,4,raw,15,2340
gradient_subsample,8,8,1,0,4,4,raw,16,585
gradient_subsample,8,8,1,0,4,4,raw,17,877
gradient_subsample,8,8,1,0,4,4,raw,18,1170
gradient_subsample,8,8,1,0,4,4,raw,19,1462
gradient_subsample,8,8,1,0,4,4,raw,20,1755
gradient_subsample,8,8,1,0,4,4,raw,21,2047
gradient_subsample,8,8,1,0,4,4,raw,22,2340
gradient_subsample,8,8,1,0,4,4,raw,23,2632
gradient_subsample,8,8,1,0,4,4,raw,24,877
gradient_subsample,8,8,1,0,4,4,raw,25,1170
gradient_subsample,8,8,1,0,4,4,raw,26,1462
gradient_subsample,8,8,1,0,4,4,raw,27,1755
gradient_subsample,8,8,1,0,4,4,raw,28,2047
gradient_subsample,8,8,1,0,4,4,raw,29,2340
gradient_subsample,8,8,1,0,4,4,raw,30,2632
gradient_subsample,8,8,1,0,4,4,raw,31,2925
gradient_subsample,8,8,1,0,4,4,raw,32,1170
gradient_subsample,8,8,1,0,4,4,raw,33,1462
gradient_subsample,8,8,1,0,4,4,raw,34,1755
gradient_subsample,8,8,1,0,4,4,raw,35,2047
gradient_subsample,8,8,1,0,4,4,raw,36,2340
gradient_subsample,8,8,1,0,4,4,raw,37,2632
gradient_subsample,8,8,1,0,4,4,raw,38,2925
gradient_subsample,8,8,1,0,4,4,raw,39,3217
gradient_subsample,8,8,1,0,4,4,raw,40,1462
gradient_subsample,8,8,1,0,4,4,raw,41,1755
gradient_subsample,8,8,1,0,4,4,raw,42,2047
gradient_subsample,8,8,1,0,4,4,raw,43,2340
gradient_subsample,8,8,1,0,4,4,raw,44,2632
gradient_subsample,8,8,1,0,4,4,raw,45,2925
gradient_subsample,8,8,1,0,4,4,raw,46,3217
gradient_subsample,8,8,1,0,4,4,raw,47,3510
gradient_subsample,8,8,1,0,4,4,raw,48,1755
gradient_subsample,8,8,1,0,4,4,raw,49,2047
gradient_subsample,8,8,1,0,4,4,raw,50,2340
gradient_subsample,8,8,1,0,4,4,raw,51,2632
gradient_subsample,8,8,1,0,4,4,raw,52,2925
gradient_subsample,8,8,1,0,4,4,raw,53,3217
gradient_subsample,8,8,1,0,4,4,raw,54,3510
gradient_subsample,8,8,1,0,4,4,raw,55,3802
gradient_subsample,8,8,1,0,4,4,raw,56,2047
gradient_subsample,8,8,1,0,4,4,raw,57,2340
gradient_subsample,8,8,1,0,4,4,raw,58,2632
gradient_subsample,8,8,1,0,4,4,raw,59,2925
gradient_subsample,8,8,1,0,4,4,raw,60,3217
gradient_subsample,8,8,1,0,4,4,raw,61,3510
gradient_subsample,8,8,1,0,4,4,raw,62,3802
gradient_subsample,8,8,1,0,4,4,raw,63,4095
gradient_subsample,8,8,1,0,4,4,rgb,0,0x004A90
gradient_subsample,8,8,1,0,4,4,rgb,1,0x7A99D5
gradient_subsample,8,8,1,0,4,4,rgb,2,0xC0CFFF
gradient_subsample,8,8,1,0,4,4,rgb,3,0xF8FEFF
gradient_subsample,8,8,1,0,4,4,rgb,4,0x7A99D5
gradient_subsample,8,8,1,0,4,4,rgb,5,0xC0CFFF
gradient_subsample,8,8,1,0,4,4,rgb,6,0xFAFEFF
gradient_subsample,8,8,1,0,4,4,rgb,7,0xFBFEFF
gradient_subsample,8,8,1,0,4,4,rgb,8,0xC0CFFF
gradient_subsample,8,8,1,0,4,4,rgb,9,0xFAFEFF
gradient_subsample,8,8,1,0,4,4,rgb,10,0xFCFEFF
gradient_subsample,8,8,1,0,4,4,rgb,11,0xFEFEFF
gradient_subsample,8,8,1,0,4,4,rgb,12,0xF8FEFF
gradient_subsample,8,8,1,0,4,4,rgb,13,0xFBFEFF
gradient_subsample,8,8,1,0,4,4,rgb,14,0xFEFEFF
gradient_subsample,8,8,1,0,4,4,rgb,15,0xFFFFFF
noisy_dark_denoise_on,8,8,1,1,4,4,raw,0,346
noisy_dark_denoise_on,8,8,1,1,4,4,raw,1,395
noisy_dark_denoise_on,8,8,1,1,4,4,raw,2,304
noisy_dark_denoise_on,8,8,1,1,4,4,raw,3,353
noisy_dark_denoise_on,8,8,1,1,4,4,raw,4,398
noisy_dark_denoise_on,8,8,1,1,4,4,raw,5,359
noisy_dark_denoise_on,8,8,1,1,4,4,raw,6,412
noisy_dark_denoise_on,8,8,1,1,4,4,raw,7,333
noisy_dark_denoise_on,8,8,1,1,4,4,raw,8,410
noisy_dark_denoise_on,8,8,1,1,4,4,raw,9,347
noisy_dark_denoise_on,8,8,1,1,4,4,raw,10,384
noisy_dark_denoise_on,8,8,1,1,4,4,raw,11,337
noisy_dark_denoise_on,8,8,1,1,4,4,raw,12,382
noisy_dark_denoise_on,8,8,1,1,4,4,raw,13,391
noisy_dark_denoise_on,8,8,1,1,4,4,raw,14,348
noisy_dark_denoise_on,8,8,1,1,4,4,raw,15,365
noisy_dark_denoise_on,8,8,1,1,4,4,raw,16,386
noisy_dark_denoise_on,8,8,1,1,4,4,raw,17,347
noisy_dark_denoise_on,8,8,1,1,4,4,raw,18,360
noisy_dark_denoise_on,8,8,1,1,4,4,raw,19,401
noisy_dark_denoise_on,8,8,1,1,4,4,raw,20,382
noisy_dark_denoise_on,8,8,1,1,4,4,raw,21,335
noisy_dark_denoise_on,8,8,1,1,4,4,raw,22,324
noisy_dark_denoise_on,8,8,1,1,4,4,raw,23,373
noisy_dark_denoise_on,8,8,1,1,4,4,raw,24,370
noisy_dark_denoise_on,8,8,1,1,4,4,raw,25,347
noisy_dark_denoise_on,8,8,1,1,4,4,raw,26,376
noisy_dark_denoise_on,8,8,1,1,4,4,raw,27,345
noisy_dark_denoise_on,8,8,1,1,4,4,raw,28,334
noisy_dark_denoise_on,8,8,1,1,4,4,raw,29,415
noisy_dark_denoise_on,8,8,1,1,4,4,raw,30,380
noisy_dark_denoise_on,8,8,1,1,4,4,raw,31,373
noisy_dark_denoise_on,8,8,1,1,4,4,raw,32,394
noisy_dark_denoise_on,8,8,1,1,4,4,raw,33,323
noisy_dark_denoise_on,8,8,1,1,4,4,raw,34,376
noisy_dark_denoise_on,8,8,1,1,4,4,raw,35,369
noisy_dark_denoise_on,8,8,1,1,4,4,raw,36,374
noisy_dark_denoise_on,8,8,1,1,4,4,raw,37,407
noisy_dark_denoise_on,8,8,1,1,4,4,raw,38,396
noisy_dark_denoise_on,8,8,1,1,4,4,raw,39,389
noisy_dark_denoise_on,8,8,1,1,4,4,raw,40,362
noisy_dark_denoise_on,8,8,1,1,4,4,raw,41,411
noisy_dark_denoise_on,8,8,1,1,4,4,raw,42,416
noisy_dark_denoise_on,8,8,1,1,4,4,raw,43,369
noisy_dark_denoise_on,8,8,1,1,4,4,raw,44,302
noisy_dark_denoise_on,8,8,1,1,4,4,raw,45,319
noisy_dark_denoise_on,8,8,1,1,4,4,raw,46,412
noisy_dark_denoise_on,8,8,1,1,4,4,raw,47,341
noisy_dark_denoise_on,8,8,1,1,4,4,raw,48,370
noisy_dark_denoise_on,8,8,1,1,4,4,raw,49,387
noisy_dark_denoise_on,8,8,1,1,4,4,raw,50,368
noisy_dark_denoise_on,8,8,1,1,4,4,raw,51,417
noisy_dark_denoise_on,8,8,1,1,4,4,raw,52,302
noisy_dark_denoise_on,8,8,1,1,4,4,raw,53,407
noisy_dark_denoise_on,8,8,1,1,4,4,raw,54,372
noisy_dark_denoise_on,8,8,1,1,4,4,raw,55,405
noisy_dark_denoise_on,8,8,1,1,4,4,raw,56,386
noisy_dark_denoise_on,8,8,1,1,4,4,raw,57,403
noisy_dark_denoise_on,8,8,1,1,4,4,raw,58,328
noisy_dark_denoise_on,8,8,1,1,4,4,raw,59,377
noisy_dark_denoise_on,8,8,1,1,4,4,raw,60,390
noisy_dark_denoise_on,8,8,1,1,4,4,raw,61,415
noisy_dark_denoise_on,8,8,1,1,4,4,raw,62,412
noisy_dark_denoise_on,8,8,1,1,4,4,raw,63,317
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,0,0x5C5761
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,1,0x5D5663
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,2,0x5E5564
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,3,0x5E5564
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,4,0x5D5763
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,5,0x5E5763
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,6,0x5E5762
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,7,0x5E5860
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,8,0x5E5766
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,9,0x5C5864
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,10,0x5C5A60
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,11,0x5D5B5D
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,12,0x5C5868
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,13,0x5A5965
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,14,0x5B5B60
noisy_dark_denoise_on,8,8,1,1,4,4,rgb,15,0x5D5D5B
noisy_dark_denoise_off,8,8,0,1,4,4,raw,0,346
noisy_dark_denoise_off,8,8,0,1,4,4,raw,1,395
noisy_dark_denoise_off,8,8,0,1,4,4,raw,2,304
noisy_dark_denoise_off,8,8,0,1,4,4,raw,3,353
noisy_dark_denoise_off,8,8,0,1,4,4,raw,4,398
noisy_dark_denoise_off,8,8,0,1,4,4,raw,5,359
noisy_dark_denoise_off,8,8,0,1,4,4,raw,6,412
noisy_dark_denoise_off,8,8,0,1,4,4,raw,7,333
noisy_dark_denoise_off,8,8,0,1,4,4,raw,8,410
noisy_dark_denoise_off,8,8,0,1,4,4,raw,9,347
noisy_dark_denoise_off,8,8,0,1,4,4,raw,10,384
noisy_dark_denoise_off,8,8,0,1,4,4,raw,11,337
